,weight,birthDate,height,foot,shortName,currentNationalTeamId,passportArea.name,passportArea.alpha3code,role.code2,role.code3,role.name,birthArea.name,birthArea.alpha2code,age_2018
254,70,1988-08-08,178,right,I. Smolnikov,14358.0,Russia,RUS,DF,DEF,Defender,Russia,RU,30
255,75,1990-08-26,182,right,M. Musacchio,,Italy,ITA,DF,DEF,Defender,Argentina,AR,28
256,64,1994-08-10,173,left,Bernardo Silva,9905.0,France,FRA,MD,MID,Midfielder,Portugal,PT,24
257,82,1986-09-30,187,right,C. Zapata,12430.0,Colombia,COL,DF,DEF,Defender,Colombia,CO,32
258,62,1988-03-18,171,left,Jaume Costa,,Spain,ESP,DF,DEF,Defender,Spain,ES,30
259,75,1987-09-13,173,right,J. de Guzmán,,Netherlands,NLD,MD,MID,Midfielder,Canada,CA,31
260,72,1990-07-25,171,left,M. Wakaso,17522.0,Ghana,GHA,MD,MID,Midfielder,Ghana,GH,28
261,71,1989-02-25,180,right,H. Pérez,,Spain,ESP,MD,MID,Midfielder,Paraguay,PY,29
262,73,1984-06-12,184,left,Bruno,,Spain,ESP,MD,MID,Midfielder,Spain,ES,34
263,71,1991-10-17,178,right,Trigueros,,Spain,ESP,MD,MID,Midfielder,Spain,ES,27
264,67,1989-07-01,176,left,M. Carcela-González,16216.0,Morocco,MAR,MD,MID,Midfielder,Belgium,BE,29
265,72,1987-02-01,173,left,G. Rossi,,Italy,ITA,FW,FWD,Forward,United States,US,31
266,80,1981-09-28,186,right,W. Caballero,12274.0,Spain,ESP,GK,GKP,Goalkeeper,Argentina,AR,37
267,79,1984-06-22,188,right,Rubén,,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,34
268,76,1998-07-22,181,right,F. Valverde,,Uruguay,URY,MD,MID,Midfielder,Uruguay,UY,20
270,78,1986-04-03,185,right,Sergio Sánchez,,Spain,ESP,DF,DEF,Defender,Spain,ES,32
271,79,1992-04-21,176,right,Isco,1598.0,Spain,ESP,MD,MID,Midfielder,Spain,ES,26
272,77,1990-03-07,183,right,Camacho,,Spain,ESP,MD,MID,Midfielder,Spain,ES,28
273,79,1991-01-11,182,right,Recio,,Spain,ESP,MD,MID,Midfielder,Spain,ES,27
274,82,1983-10-01,176,left,Eliseu,,Cape Verde Islands,CPV,DF,DEF,Defender,Portugal,PT,35
275,75,1981-07-21,179,right,Joaquín,,Spain,ESP,MD,MID,Midfielder,Spain,ES,37
276,60,1990-06-13,169,right,Portillo,,Spain,ESP,MD,MID,Midfielder,Spain,ES,28
277,86,1983-09-10,183,right,J. Toulalan,,France,FRA,MD,MID,Midfielder,France,FR,35
278,69,1993-05-20,172,right,Juanmi,,Spain,ESP,FW,FWD,Forward,Spain,ES,25
279,76,1987-02-19,177,right,Beñat,,Spain,ESP,MD,MID,Midfielder,Spain,ES,31
280,72,1981-06-27,174,right,Rubén Castro,,Spain,ESP,FW,FWD,Forward,Spain,ES,37
281,72,1982-04-22,188,right,Jorge Molina,,Spain,ESP,FW,FWD,Forward,Spain,ES,36
282,75,1995-04-18,185,right,D. Origi,,Kenya,KEN,FW,FWD,Forward,Belgium,BE,23
283,82,1984-10-25,188,right,Ramis,,Spain,ESP,DF,DEF,Defender,Spain,ES,34
284,82,1990-09-15,181,left,Bigas,,Spain,ESP,DF,DEF,Defender,Spain,ES,28
285,77,1984-09-14,178,left,Chory Castro,,Spain,ESP,MD,MID,Midfielder,Uruguay,UY,34
286,75,1987-10-14,185,right,Tomás Pina,,Spain,ESP,MD,MID,Midfielder,Spain,ES,31
287,86,1986-11-23,191,right,Toño,,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,32
288,72,1985-12-02,179,left,De La Bella,,Spain,ESP,DF,DEF,Defender,Spain,ES,33
289,79,1991-05-17,182,left,Íñigo Martínez,,Spain,ESP,DF,DEF,Defender,Spain,ES,27
290,79,1986-04-09,189,right,Carlos Martínez,,Spain,ESP,DF,DEF,Defender,Spain,ES,32
291,75,1990-03-08,179,right,Illarramendi,,Spain,ESP,MD,MID,Midfielder,Spain,ES,28
292,69,1992-10-22,181,right,Rubén Pardo,,Spain,ESP,MD,MID,Midfielder,Spain,ES,26
293,76,1983-08-29,187,right,Xabi Prieto,,Spain,ESP,MD,MID,Midfielder,Spain,ES,35
294,79,1986-07-19,186,right,Zurutuza,,Spain,ESP,MD,MID,Midfielder,France,FR,32
295,78,1987-02-24,187,right,Agirretxe,,Spain,ESP,FW,FWD,Forward,Spain,ES,31
296,71,1991-03-21,175,left,A. Griezmann,4418.0,France,FRA,FW,FWD,Forward,France,FR,27
297,77,1989-03-01,177,left,C. Vela,15473.0,Spain,ESP,FW,FWD,Forward,Mexico,MX,29
298,84,1989-07-11,192,right,Bernardo Espinosa,,Spain,ESP,DF,DEF,Defender,Colombia,CO,29
299,75,1990-01-08,183,right,Álvaro González,,Spain,ESP,DF,DEF,Defender,Spain,ES,28
300,71,1993-09-04,180,right,Y. Carrasco,5629.0,Spain,ESP,FW,FWD,Forward,Belgium,BE,25
301,77,1986-03-19,179,right,P. Diop,,France,FRA,MD,MID,Midfielder,Senegal,SN,32
302,77,1988-05-25,183,left,Adrián,,Spain,ESP,MD,MID,Midfielder,Spain,ES,30
303,66,1993-07-11,173,right,Jairo Samperio,,Spain,ESP,MD,MID,Midfielder,Spain,ES,25
304,76,1993-03-17,185,right,K. Babacar,,Senegal,SEN,FW,FWD,Forward,Senegal,SN,25
305,72,1986-10-12,184,right,C. Stuani,15670.0,Italy,ITA,FW,FWD,Forward,Uruguay,UY,32
306,93,1986-02-10,192,right,Roberto,,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,32
307,75,1995-01-26,184,right,N. Maksimović,,Serbia,SRB,MD,MID,Midfielder,Serbia,RS,23
308,80,1995-02-27,192,right,S. Milinković-Savić,17322.0,Serbia,SRB,MD,MID,Midfielder,Spain,ES,23
309,77,1994-03-27,188,right,Hernani,,Portugal,PRT,MD,MID,Midfielder,Brazil,BR,24
310,70,1990-03-30,179,left,Juankar,,Spain,ESP,DF,DEF,Defender,Spain,ES,28
311,68,1990-09-05,176,right,F. Zuculini,,Italy,ITA,MD,MID,Midfielder,Argentina,AR,28
312,75,1988-02-29,177,left,Balenziaga,,Spain,ESP,DF,DEF,Defender,Spain,ES,30
313,67,1988-03-20,179,right,Bueno,,Spain,ESP,FW,FWD,Forward,Spain,ES,30
314,84,1986-10-02,191,right,Kiko Casilla,,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,32
315,83,1992-03-21,185,right,Jordi Amat,,Spain,ESP,DF,DEF,Defender,Spain,ES,26
316,78,1989-12-23,190,left,Z. Feddal,,Spain,ESP,DF,DEF,Defender,Morocco,MA,29
317,80,1988-01-17,183,left,H. Moreno,15473.0,Mexico,MEX,DF,DEF,Defender,Mexico,MX,30
318,75,1989-06-09,185,left,Dídac Vilá,,Spain,ESP,DF,DEF,Defender,Spain,ES,29
319,64,1994-11-22,170,right,S. Lobotka,14496.0,Slovakia,SVK,MD,MID,Midfielder,Slovakia,SK,24
320,68,1992-06-12,171,right,Philippe Coutinho,6380.0,Brazil,BRA,FW,FWD,Forward,Brazil,BR,26
321,71,1993-12-22,180,right,Sergi Darder,,Spain,ESP,MD,MID,Midfielder,Spain,ES,25
322,76,1986-01-21,180,right,Javi López,,Spain,ESP,DF,DEF,Defender,Spain,ES,32
323,72,1983-06-09,174,right,Sergio García,,Spain,ESP,FW,FWD,Forward,Spain,ES,35
324,82,1999-02-27,188,right,B. Soumaré,4423.0,Mali,MLI,MD,MID,Midfielder,France,FR,19
325,75,1986-08-03,179,right,Sergio Álvarez,,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,32
326,70,1995-07-25,188,right,Rubén Blanco,,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,23
327,78,1988-08-28,186,right,Yoel,,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,30
328,69,1991-06-22,173,right,Hugo Mallo,,Spain,ESP,DF,DEF,Defender,Spain,ES,27
329,70,1998-06-30,175,right,H. Aouar,4425.0,Algeria,DZA,MD,MID,Midfielder,France,FR,20
330,67,1987-08-01,176,left,Iago Aspas,1598.0,Spain,ESP,FW,FWD,Forward,Spain,ES,31
331,64,1986-01-27,168,right,F. Orellana,,Chile,CHL,MD,MID,Midfielder,Chile,CL,32
332,75,1989-07-20,184,right,Y. Gazinskiy,14358.0,Russia,RUS,MD,MID,Midfielder,Russia,RU,29
333,64,1985-07-26,175,right,Molinero,,Spain,ESP,DF,DEF,Defender,Spain,ES,33
334,73,1989-04-29,184,right,D. Vida,9598.0,Croatia,HRV,DF,DEF,Defender,Croatia,HR,29
335,76,1989-02-25,186,right,M. Badelj,9598.0,Croatia,HRV,MD,MID,Midfielder,Croatia,HR,29
336,73,1984-06-23,174,right,M. Iturra,,Italy,ITA,MD,MID,Midfielder,Chile,CL,34
337,77,1994-05-06,178,right,M. Kovačić,9598.0,Croatia,HRV,MD,MID,Midfielder,Austria,AT,24
338,76,1992-01-10,181,right,Š. Vrsaljko,9598.0,Croatia,HRV,DF,DEF,Defender,Croatia,HR,26
339,79,1989-11-25,186,right,Kike García,,Spain,ESP,FW,FWD,Forward,Spain,ES,29
340,73,1991-06-19,177,right,A. Kramarić,9598.0,Croatia,HRV,FW,FWD,Forward,Croatia,HR,27
341,85,1986-06-25,187,right,P. Wernbloom,,Sweden,SWE,MD,MID,Midfielder,Sweden,SE,32
342,92,1992-02-27,197,right,L. Lacroix,,Brazil,BRA,DF,DEF,Defender,Switzerland,CH,26
343,80,1991-06-17,187,left,L. Cabrera,,Spain,ESP,DF,DEF,Defender,Uruguay,UY,27
344,78,1986-12-15,185,right,K. Navas,16871.0,Spain,ESP,GK,GKP,Goalkeeper,Costa Rica,CR,32
345,81,1985-10-14,182,right,G. Cabral,,Spain,ESP,DF,DEF,Defender,Argentina,AR,33
346,69,1993-08-23,175,right,Iván López,,Spain,ESP,DF,DEF,Defender,Spain,ES,25
347,72,1983-11-01,174,right,Pedro López,,Spain,ESP,DF,DEF,Defender,Spain,ES,35
348,66,1986-08-27,171,right,N. El Zhar,,Morocco,MAR,MD,MID,Midfielder,France,FR,32
349,74,1991-01-03,179,right,Roger,,Spain,ESP,FW,FWD,Forward,Spain,ES,27
350,72,1997-10-31,187,right,M. Rashford,2413.0,England,XEN,FW,FWD,Forward,England,,21
351,76,1984-05-25,187,left,Cuéllar,,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,34
352,79,1989-06-06,188,right,Gálvez,,Spain,ESP,DF,DEF,Defender,Spain,ES,29
353,61,1988-04-27,172,right,D. Suárez,,Uruguay,URY,DF,DEF,Defender,Uruguay,UY,30
354,75,1991-07-21,190,left,A. Budimir,,Croatia,HRV,FW,FWD,Forward,Bosnia-Herzegovina,BA,27
355,81,1990-06-09,194,right,M. Pavlović,,Croatia,HRV,DF,DEF,Defender,Bosnia-Herzegovina,BA,28
356,83,1984-04-02,188,right,Moyà,,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,34
357,81,1986-01-28,185,right,Miguel Torres,,Spain,ESP,DF,DEF,Defender,Spain,ES,32
358,70,1984-03-15,176,left,M. Lacen,,Algeria,DZA,MD,MID,Midfielder,France,FR,34
359,73,1989-04-26,178,right,Rubén Pérez,,Spain,ESP,MD,MID,Midfielder,Spain,ES,29
360,73,1986-11-24,183,right,Pedro León,,Spain,ESP,MD,MID,Midfielder,Spain,ES,32
361,70,1992-05-11,178,left,Pablo Sarabia,,Spain,ESP,MD,MID,Midfielder,Spain,ES,26
362,72,1999-03-07,178,left,Luca Pellegrini,,Italy,ITA,DF,DEF,Defender,Italy,IT,19
363,78,1996-04-10,188,right,A. Christensen,7712.0,Denmark,DNK,DF,DEF,Defender,Denmark,DK,22
364,77,1990-02-26,181,right,Sergi Enrich,,Spain,ESP,FW,FWD,Forward,Spain,ES,28
365,78,1992-05-27,182,right,J. Murillo,,Colombia,COL,DF,DEF,Defender,Colombia,CO,26
366,79,1993-03-16,193,left,A. Cornelius,7712.0,Denmark,DNK,FW,FWD,Forward,Denmark,DK,25
367,78,1993-09-21,185,right,A. Rebić,9598.0,Croatia,HRV,FW,FWD,Forward,Croatia,HR,25
368,76,1988-12-14,182,right,Bóveda,,Spain,ESP,DF,DEF,Defender,Spain,ES,30
369,77,2000-02-29,183,right,Ferrán Torres,1602.0,Spain,ESP,MD,MID,Midfielder,Spain,ES,18
370,70,1992-02-08,173,right,Ander Capa,,Spain,ESP,DF,DEF,Defender,Spain,ES,26
371,78,1987-10-31,186,right,Etxeita,,Spain,ESP,DF,DEF,Defender,Spain,ES,31
372,68,1987-04-26,172,right,Ángel,,Spain,ESP,FW,FWD,Forward,Spain,ES,31
373,77,1993-02-11,190,left,H. Magnússon,7839.0,Iceland,ISL,DF,DEF,Defender,Iceland,IS,25
374,80,1995-09-07,182,right,Marlon,,Brazil,BRA,DF,DEF,Defender,Brazil,BR,23
375,78,1987-06-05,186,right,Lombán,,Spain,ESP,DF,DEF,Defender,Spain,ES,31
376,75,1997-03-20,186,right,S. Pontisso,,Italy,ITA,MD,MID,Midfielder,Italy,IT,21
377,68,1997-09-20,175,left,A. Dioussé,,Senegal,SEN,MD,MID,Midfielder,Senegal,SN,21
378,93,1989-03-19,196,right,Pedro Alcalá,,Spain,ESP,DF,DEF,Defender,Spain,ES,29
379,71,1996-08-12,176,left,S. Moutoussamy,,Congo DR,COD,MD,MID,Midfielder,France,FR,22
380,77,1996-01-22,185,right,K. N'Doram,,Chad,TCD,MD,MID,Midfielder,France,FR,22
381,70,1989-08-21,177,right,Aleix Vidal,,Spain,ESP,MD,MID,Midfielder,Spain,ES,29
382,75,1990-01-23,177,right,Ximo Navarro,,Spain,ESP,DF,DEF,Defender,Spain,ES,28
383,72,1990-11-02,175,right,Borja García,,Spain,ESP,MD,MID,Midfielder,Spain,ES,28
384,81,1989-10-09,183,right,David López,,Spain,ESP,DF,DEF,Defender,Spain,ES,29
385,77,1983-07-30,182,right,Dani Giménez,,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,35
386,78,1997-01-01,189,right,C. Awaziem,16823.0,Nigeria,NGA,DF,DEF,Defender,Nigeria,NG,21
387,67,1991-03-11,173,right,A. Florenzi,3757.0,Italy,ITA,MD,MID,Midfielder,Italy,IT,27
388,64,1985-07-11,175,right,Tito,,Spain,ESP,DF,DEF,Defender,Spain,ES,33
389,75,1984-01-04,182,right,Javi Fuego,,Spain,ESP,MD,MID,Midfielder,Spain,ES,34
390,85,1988-10-07,188,right,Diego Costa,1598.0,Spain,ESP,FW,FWD,Forward,Brazil,BR,30
391,65,1991-01-05,168,right,Dani Pacheco,,Brazil,BRA,MD,MID,Midfielder,Spain,ES,27
392,75,1991-05-18,185,right,D. Pavelka,,Czech Republic,CZE,MD,MID,Midfielder,Czech Republic,CZ,27
393,79,1984-07-27,188,right,M. Barbosa,,Italy,ITA,GK,GKP,Goalkeeper,Argentina,AR,34
394,81,1991-01-27,187,left,Raúl Lizoáin,,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,27
395,80,1982-02-25,183,right,David García,,Spain,ESP,DF,DEF,Defender,Spain,ES,36
396,75,1989-11-05,185,right,Laguardia,,Spain,ESP,DF,DEF,Defender,Spain,ES,29
397,80,1991-06-30,190,right,Juanpe,,Spain,ESP,DF,DEF,Defender,Spain,ES,27
398,70,1987-11-02,181,right,Javi Castellano,,Spain,ESP,MD,MID,Midfielder,Spain,ES,31
399,70,1982-07-15,179,left,Momo,,Spain,ESP,MD,MID,Midfielder,Spain,ES,36
400,78,1988-08-31,186,left,Vicente Gómez,,Spain,ESP,MD,MID,Midfielder,Spain,ES,30
401,73,1989-06-07,171,right,Roque Mesa,,Spain,ESP,MD,MID,Midfielder,Spain,ES,29
402,71,1987-11-02,178,left,Dani Castellano,,Spain,ESP,DF,DEF,Defender,Spain,ES,31
403,66,1993-12-30,180,right,Loren Morón,,Spain,ESP,FW,FWD,Forward,Spain,ES,25
404,79,1989-11-02,184,right,Vitolo,,Spain,ESP,MD,MID,Midfielder,Spain,ES,29
405,78,1996-08-22,184,left,J. Firpo,,Dominican Republic,DOM,DF,DEF,Defender,Dominican Republic,DO,22
406,78,1996-06-22,190,right,Rodri,1604.0,Spain,ESP,MD,MID,Midfielder,Spain,ES,22
407,69,1996-02-04,187,left,Adrián Diéguez,,Spain,ESP,DF,DEF,Defender,Spain,ES,22
408,70,1994-03-03,175,right,Jonny,,Spain,ESP,DF,DEF,Defender,Spain,ES,24
409,73,1992-07-09,177,right,Borja Valle,,Spain,ESP,FW,FWD,Forward,Spain,ES,26
410,85,1991-07-22,191,right,T. Jurić,8493.0,Croatia,HRV,FW,FWD,Forward,Australia,AU,27
411,82,1987-01-27,182,right,D. Glushakov,,Russia,RUS,MD,MID,Midfielder,Russia,RU,31
412,80,1990-02-10,181,left,Yuri Berchiche,,Spain,ESP,DF,DEF,Defender,Spain,ES,28
413,91,1988-01-25,187,right,Iago Herrerín,,Spain,ESP,GK,GKP,Goalkeeper,Spain,ES,30
414,76,1994-11-21,184,left,Saúl,1598.0,Spain,ESP,MD,MID,Midfielder,Spain,ES,24
415,69,1997-01-05,185,right,Zhang Yuning,9211.0,China PR,CHN,FW,FWD,Forward,China PR,CN,21
416,70,1991-07-01,173,right,Lucas Vázquez,1598.0,Spain,ESP,FW,FWD,Forward,Spain,ES,27
417,73,1992-01-11,173,right,Daniel Carvajal,1598.0,Spain,ESP,DF,DEF,Defender,Spain,ES,26
418,74,1993-02-02,181,right,Omar Mascarell,,Spain,ESP,MD,MID,Midfielder,Spain,ES,25
419,76,1988-04-21,184,left,Pedro Mosquera,,Spain,ESP,MD,MID,Midfielder,Spain,ES,30
420,74,1990-12-26,179,left,D. Cheryshev,14358.0,Spain,ESP,MD,MID,Midfielder,Russia,RU,28
421,77,1996-08-29,178,right,A. Donis,12678.0,Greece,GRC,FW,FWD,Forward,England,,22
422,78,1991-07-15,184,right,Danilo,6380.0,Brazil,BRA,DF,DEF,Defender,Brazil,BR,27
423,75,1991-01-26,180,left,Alex Sandro,,Brazil,BRA,DF,DEF,Defender,Brazil,BR,27
424,81,1988-02-12,183,right,N. Otamendi,12274.0,Argentina,ARG,DF,DEF,Defender,Argentina,AR,30
425,77,1985-08-31,189,right,Rolando,,Portugal,PRT,DF,DEF,Defender,Cape Verde Islands,CV,33
426,81,1984-04-05,187,right,C. Săpunaru,,Romania,ROU,DF,DEF,Defender,Romania,RO,34
427,61,1986-09-08,170,right,João Moutinho,9905.0,Portugal,PRT,MD,MID,Midfielder,Portugal,PT,32
428,84,1985-09-30,177,left,C. Rodríguez,15670.0,Italy,ITA,MD,MID,Midfielder,Uruguay,UY,33
429,75,1991-07-12,180,left,J. Rodríguez,12430.0,Colombia,COL,MD,MID,Midfielder,Colombia,CO,27
430,93,1983-06-25,196,left,M. Janko,,Austria,AUT,FW,FWD,Forward,Austria,AT,35
431,90,1986-10-10,189,right,E. Garay,,Spain,ESP,DF,DEF,Defender,Argentina,AR,32
432,82,1987-02-08,186,right,Javi García,,Spain,ESP,MD,MID,Midfielder,Spain,ES,31
433,84,1988-08-01,194,left,N. Matić,17322.0,Slovakia,SVK,MD,MID,Midfielder,Serbia,RS,30
434,81,1989-01-12,188,right,A. Witsel,5629.0,Martinique,MTQ,MD,MID,Midfielder,Belgium,BE,29
435,72,1986-10-15,175,right,Nolito,,Spain,ESP,FW,FWD,Forward,Spain,ES,32
436,73,1979-08-30,182,right,Sergio Mora,,Spain,ESP,MD,MID,Midfielder,Spain,ES,39
437,84,1988-02-15,190,left,Rui Patrício,9905.0,Portugal,PRT,GK,GKP,Goalkeeper,Portugal,PT,30
438,72,1992-01-13,175,right,S. Arias,12430.0,Colombia,COL,DF,DEF,Defender,Colombia,CO,26
439,79,1989-01-07,180,left,E. Insúa,,Spain,ESP,DF,DEF,Defender,Argentina,AR,29
440,80,1988-08-04,180,right,Daniel Carriço,,Portugal,PRT,DF,DEF,Defender,Portugal,PT,30
441,78,1991-06-14,181,right,A. Carrillo,15594.0,Peru,PER,MD,MID,Midfielder,Peru,PE,27
442,80,1983-03-06,185,right,T. Berni,,Italy,ITA,GK,GKP,Goalkeeper,Italy,IT,35
443,76,1988-01-20,185,left,E. Echiejile,16823.0,Nigeria,NGA,DF,DEF,Defender,Nigeria,NG,30
444,74,1995-06-17,178,right,Á. Nagy,10451.0,Hungary,HUN,MD,MID,Midfielder,Hungary,HU,23
445,84,1984-10-27,191,right,D. Subašić,9598.0,Croatia,HRV,GK,GKP,Goalkeeper,Croatia,HR,34
446,65,1988-10-13,175,left,A. Szymanowski,,Poland,POL,MD,MID,Midfielder,Argentina,AR,30
447,78,1996-07-15,192,,M. Lizak,,Poland,POL,GK,GKP,Goalkeeper,Poland,PL,22
448,69,1995-12-28,171,right,N. Nández,15670.0,Italy,ITA,MD,MID,Midfielder,Uruguay,UY,23
449,89,1994-04-25,189,right,J. Elez,,Croatia,HRV,DF,DEF,Defender,Croatia,HR,24
450,84,1993-01-07,189,right,J. Oblak,12046.0,Slovenia,SVN,GK,GKP,Goalkeeper,Slovenia,SI,25
451,81,1995-05-06,186,right,M. Pjaca,9598.0,Croatia,HRV,FW,FWD,Forward,Croatia,HR,23
452,80,1994-03-26,188,left,M. Olunga,18402.0,Kenya,KEN,FW,FWD,Forward,Kenya,KE,24
453,68,1997-03-19,171,right,J. Repas,12052.0,Slovenia,SVN,MD,MID,Midfielder,Slovenia,SI,21
454,72,1995-06-28,180,left,A. Traoré,19001.0,Mali,MLI,MD,MID,Midfielder,Mali,ML,23
455,67,1993-11-16,175,left,David Juncà,,Spain,ESP,DF,DEF,Defender,Spain,ES,25
456,63,1992-01-01,172,right,Iván Balliu,8731.0,Albania,ALB,DF,DEF,Defender,Spain,ES,26
457,76,1991-03-04,173,left,Carles Planas,,Spain,ESP,DF,DEF,Defender,Spain,ES,27
458,72,1993-04-17,184,right,Patric,,Spain,ESP,DF,DEF,Defender,Spain,ES,25
459,76,1987-05-15,178,right,Arbilla,,Spain,ESP,DF,DEF,Defender,Spain,ES,31
460,67,1995-09-18,173,right,M. Meyer,,Germany,DEU,MD,MID,Midfielder,Germany,DE,23
461,82,1985-01-06,186,right,A. Aguilar,12430.0,Colombia,COL,MD,MID,Midfielder,Colombia,CO,33
462,74,1995-01-23,170,left,Pedro Rebocho,,Portugal,PRT,DF,DEF,Defender,Portugal,PT,23
463,68,1995-12-28,174,left,Rony Lopes,,Portugal,PRT,MD,MID,Midfielder,Brazil,BR,23
464,70,1993-10-06,175,right,Ricardo Pereira,9905.0,Cape Verde Islands,CPV,DF,DEF,Defender,Portugal,PT,25
465,67,1991-08-31,172,right,Cédric Soares,9905.0,Portugal,PRT,DF,DEF,Defender,Germany,DE,27
466,69,1989-03-15,175,right,Adrien Silva,9905.0,Portugal,PRT,MD,MID,Midfielder,France,FR,29
467,81,1987-12-22,188,right,Éder,,Portugal,PRT,FW,FWD,Forward,Guinea-Bissau,GW,31
468,64,1992-11-22,171,left,Carles Gil,,Spain,ESP,MD,MID,Midfielder,Spain,ES,26
469,66,1995-05-25,172,left,José Gayá,,Spain,ESP,DF,DEF,Defender,Spain,ES,23
470,67,1991-03-08,180,right,Jozabed,,Spain,ESP,MD,MID,Midfielder,Spain,ES,27
471,67,1985-05-05,171,left,Luisinho,,Portugal,PRT,DF,DEF,Defender,Portugal,PT,33
472,72,1997-01-23,183,right,Ramadan Sobhi,16129.0,Egypt,EGY,MD,MID,Midfielder,Egypt,EG,21
473,76,1989-12-31,179,right,David Simón,,Spain,ESP,DF,DEF,Defender,Spain,ES,29
474,66,1995-02-08,175,right,M. Gaćinović,,Bosnia-Herzegovina,BIH,MD,MID,Midfielder,Serbia,RS,23
475,73,1990-07-12,173,right,Y. El Ghanassy,,Morocco,MAR,MD,MID,Midfielder,Belgium,BE,28
476,78,1989-12-21,193,right,C. Kouyaté,19314.0,Belgium,BEL,MD,MID,Midfielder,Senegal,SN,29
477,74,1986-01-30,178,right,L. Biglia,12274.0,Italy,ITA,MD,MID,Midfielder,Argentina,AR,32
478,79,1984-03-09,186,right,G. Gillet,,Belgium,BEL,MD,MID,Midfielder,Belgium,BE,34
479,69,1990-09-20,169,right,Tana,,Spain,ESP,MD,MID,Midfielder,Spain,ES,28
480,82,1991-01-08,187,right,Paulo Oliveira,,Portugal,PRT,DF,DEF,Defender,Portugal,PT,27
481,77,1994-07-25,183,left,J. Lukaku,,Congo DR,COD,DF,DEF,Defender,Belgium,BE,24
482,73,1996-01-24,186,left,P. Schick,11555.0,Czech Republic,CZE,FW,FWD,Forward,Czech Republic,CZ,22
483,76,1994-06-23,180,right,R. Martínez,,Colombia,COL,FW,FWD,Forward,Colombia,CO,24
484,81,1998-12-20,185,left,R. van Drongelen,670.0,Netherlands,NLD,DF,DEF,Defender,Netherlands,NL,20
485,83,1992-04-07,187,right,William Carvalho,9905.0,Portugal,PRT,MD,MID,Midfielder,Angola,AO,26
486,61,1986-01-05,171,right,D. Miličević,10001.0,Bosnia-Herzegovina,BIH,MD,MID,Midfielder,Switzerland,CH,32
487,74,1983-07-10,181,right,Gabi,,Spain,ESP,MD,MID,Midfielder,Spain,ES,35
488,75,1994-02-10,183,left,C. Dell'Orco,,Italy,ITA,DF,DEF,Defender,Italy,IT,24
489,82,1991-09-12,190,right,T. Meunier,5629.0,Belgium,BEL,DF,DEF,Defender,Belgium,BE,27
490,77,1986-09-08,181,right,C. Bacca,12430.0,Colombia,COL,FW,FWD,Forward,Colombia,CO,32
491,63,1992-06-17,176,left,M. Lestienne,,Belgium,BEL,MD,MID,Midfielder,Belgium,BE,26
492,74,1983-03-20,185,right,E. Kawashima,12913.0,Japan,JPN,GK,GKP,Goalkeeper,Japan,JP,35
493,79,1993-04-25,183,right,Choco Lozano,,Honduras,HND,FW,FWD,Forward,Honduras,HN,25
494,65,1996-06-18,170,left,A. Halilović,,Croatia,HRV,MD,MID,Midfielder,Croatia,HR,22
495,76,1995-07-07,192,right,S. Perica,,Croatia,HRV,FW,FWD,Forward,Croatia,HR,23
496,76,1993-02-23,183,left,Diego Rico,,Spain,ESP,DF,DEF,Defender,Spain,ES,25
497,75,1993-08-01,182,right,Mariano Díaz,,Dominican Republic,DOM,FW,FWD,Forward,Spain,ES,25
498,79,1988-09-08,188,right,Mexer,18752.0,Mozambique,MOZ,DF,DEF,Defender,Mozambique,MZ,30
499,80,1989-02-01,184,right,A. Finnbogason,7839.0,Iceland,ISL,FW,FWD,Forward,Iceland,IS,29
500,66,1988-01-26,175,left,Omar Ramos,,Spain,ESP,MD,MID,Midfielder,Spain,ES,30
501,74,1992-02-09,188,left,S. Peeters,,Belgium,BEL,MD,MID,Midfielder,Belgium,BE,26
502,68,1991-06-28,181,right,K. De Bruyne,5629.0,Belgium,BEL,MD,MID,Midfielder,Belgium,BE,27
503,73,1989-01-06,178,right,Sergio León,,Spain,ESP,FW,FWD,Forward,Spain,ES,29
504,73,1984-11-04,178,right,Mikel Rico,,Spain,ESP,MD,MID,Midfielder,Spain,ES,34
505,82,1989-06-16,181,right,O. Ighalo,16823.0,Italy,ITA,FW,FWD,Forward,Nigeria,NG,29
506,70,1991-05-21,170,left,Guilherme,,Brazil,BRA,MD,MID,Midfielder,Brazil,BR,27
507,74,1990-10-18,175,right,D. Opare,17522.0,Ghana,GHA,DF,DEF,Defender,Ghana,GH,28
508,90,1987-05-15,193,left,Felipe,,Italy,ITA,DF,DEF,Defender,Brazil,BR,31
509,75,1988-05-27,178,right,B. Bjarnason,7839.0,Iceland,ISL,MD,MID,Midfielder,Iceland,IS,30
510,72,1994-04-23,183,right,I. Bebou,18374.0,Germany,DEU,FW,FWD,Forward,Togo,TG,24
